entrez_id,gene_symbol,gene_name,organism,chromosome,map_location,summary,other_designations,chr_accession,chr_start,chr_stop,node_id
6232,RPS27,ribosomal protein S27,Homo sapiens,1,1q21.3,"Ribosomes, the organelles that catalyze protein synthesis, consist of a small 40S subunit and a large 60S subunit. Together these subunits are composed of four RNA species and approximately 80 structurally distinct proteins. This gene encodes a member of the S27e family of ribosomal proteins and component of the 40S subunit. The encoded protein contains a C4-type zinc finger domain that can bind to zinc and may bind to nucleic acid. Mutations in this gene have been identified in numerous melanoma patients and in at least one patient with Diamond-Blackfan anemia (DBA). Elevated expression of this gene has been observed in various human cancers. As is typical for genes encoding ribosomal proteins, there are multiple processed pseudogenes of this gene dispersed through the genome. [provided by RefSeq, Jul 2018]",small ribosomal subunit protein eS27|metallopan-stimulin 1|metallopanstimulin 1,NC_000001.11,153990761,153992154,112146
6242,RTKN,rhotekin,Homo sapiens,2,2p13.1,"This gene encodes a scaffold protein that interacts with GTP-bound Rho proteins. Binding of this protein inhibits the GTPase activity of Rho proteins. This protein may interfere with the conversion of active, GTP-bound Rho to the inactive GDP-bound form by RhoGAP. Rho proteins regulate many important cellular processes, including cytokinesis, transcription, smooth muscle contraction, cell growth and transformation. Dysregulation of the Rho signal transduction pathway has been implicated in many forms of cancer. Alternative splicing results in multiple transcript variants encoding different isoforms. [provided by RefSeq, Jul 2008]",rhotekin,NC_000002.12,74441936,74425834,112156
6272,SORT1,sortilin 1,Homo sapiens,1,1p21.3-p13.1,"This gene encodes a member of the VPS10-related sortilin family of proteins. The encoded preproprotein is proteolytically processed by furin to generate the mature receptor. This receptor plays a role in the trafficking of different proteins to either the cell surface, or subcellular compartments such as lysosomes and endosomes. Expression levels of this gene may influence the risk of myocardial infarction in human patients. Alternative splicing results in multiple transcript variants. [provided by RefSeq, Oct 2015]",sortilin|100 kDa NT receptor|glycoprotein 95|neurotensin receptor 3,NC_000001.11,109397917,109309574,112180
6281,S100A10,S100 calcium binding protein A10,Homo sapiens,1,1q21.3,"The protein encoded by this gene is a member of the S100 family of proteins containing 2 EF-hand calcium-binding motifs. S100 proteins are localized in the cytoplasm and/or nucleus of a wide range of cells, and involved in the regulation of a number of cellular processes such as cell cycle progression and differentiation. S100 genes include at least 13 members which are located as a cluster on chromosome 1q21. This protein may function in exocytosis and endocytosis. [provided by RefSeq, Jul 2008]","protein S100-A10|S100 calcium binding protein A10 (annexin II ligand, calpactin I, light polypeptide (p11))|annexin II ligand, calpactin I, light polypeptide|annexin II tetramer (AIIt) p11 subunit|calpactin I light chain|calpactin-1 light chain|cellular ligand of annexin II",NC_000001.11,151993858,151982914,112189
6396,SEC13,"SEC13 homolog, nuclear pore and COPII component",Homo sapiens,3,3p25.3,"The protein encoded by this gene belongs to the SEC13 family of WD-repeat proteins. It is a constituent of the endoplasmic reticulum and the nuclear pore complex. It has similarity to the yeast SEC13 protein, which is required for vesicle biogenesis from endoplasmic reticulum during the transport of proteins. Multiple alternatively spliced transcript variants have been found. [provided by RefSeq, Oct 2008]","protein SEC13 homolog|GATOR complex protein SEC13|GATOR2 complex protein SEC13|SEC13 homolog, nuclear pore and COPII coat complex component|SEC13 homolog, nuclear pore and COPII coating complex component|SEC13-like protein 1|SEC13-related protein",NC_000003.12,10321111,10300930,112296
6441,SFTPD,surfactant protein D,Homo sapiens,10,10q22.3,"The protein encoded by this gene is part of the innate immune response, protecting the lungs against inhaled microorganisms and chemicals. The encoded protein may also be involved in surfactant metabolism. [provided by RefSeq, Jul 2015]","pulmonary surfactant-associated protein D|collectin-7|lung surfactant protein D|pulmonary surfactant apoprotein|surfactant-associated protein, pulmonary 4",NC_000010.11,79982382,79937739,112339
6510,SLC1A5,solute carrier family 1 member 5,Homo sapiens,19,19q13.32,"The SLC1A5 gene encodes a sodium-dependent neutral amino acid transporter that can act as a receptor for RD114/type D retrovirus (Larriba et al., 2001 [PubMed 11781704]).[supplied by OMIM, Jan 2011]","neutral amino acid transporter B(0)|ASC amino acid transporter-2|ATB(0)|Alanine/serine/cysteine transporter 2|RD114 virus receptor|RD114/simian type D retrovirus receptor|baboon M7 virus receptor|neutral amino acid transporter B|sodium-dependent neutral amino acid transporter type 2|solute carrier family 1 (neutral amino acid transporter), member 5",NC_000019.10,46788593,46774882,112401
6513,SLC2A1,solute carrier family 2 member 1,Homo sapiens,1,1p34.2,"This gene encodes a major glucose transporter in the mammalian blood-brain barrier. The encoded protein is found primarily in the cell membrane and on the cell surface, where it can also function as a receptor for human T-cell leukemia virus (HTLV) I and II. Mutations in this gene have been found in a family with paroxysmal exertion-induced dyskinesia. [provided by RefSeq, Apr 2013]","solute carrier family 2, facilitated glucose transporter member 1|choreoathetosis/spasticity, episodic (paroxysmal choreoathetosis/spasticity)|dystonia gene 18|dystonia gene 9|glucose transporter type 1, erythrocyte/brain|hepG2 glucose transporter|human T-cell leukemia virus (I and II) receptor|receptor for HTLV-1 and HTLV-2|solute carrier family 2 (facilitated glucose transporter), member 1",NC_000001.11,42958867,42925352,112404
6535,SLC6A8,solute carrier family 6 member 8,Homo sapiens,X,Xq28,"The protein encoded by this gene is a plasma membrane protein whose function is to transport creatine into and out of cells. Defects in this gene can result in X-linked creatine deficiency syndrome. Multiple transcript variants encoding different isoforms have been found for this gene. [provided by RefSeq, Dec 2008]","sodium- and chloride-dependent creatine transporter 1|creatine transporter 1|solute carrier family 6 (neurotransmitter transporter), member 8|solute carrier family 6 (neurotransmitter transporter, creatine), member 8",NC_000023.11,153687925,153696592,112426
6566,SLC16A1,solute carrier family 16 member 1,Homo sapiens,1,1p13.2,"The protein encoded by this gene is a proton-linked monocarboxylate transporter that catalyzes the movement of many monocarboxylates, such as lactate and pyruvate, across the plasma membrane. Mutations in this gene are associated with erythrocyte lactate transporter defect. Alternatively spliced transcript variants have been found for this gene.[provided by RefSeq, Oct 2009]","monocarboxylate transporter 1|MCT 1|solute carrier family 16 (monocarboxylate transporter), member 1|solute carrier family 16 (monocarboxylic acid transporters), member 1|solute carrier family 16, member 1 (monocarboxylic acid transporter 1)",NC_000001.11,112956195,112911846,112454
6573,SLC19A1,solute carrier family 19 member 1,Homo sapiens,21,21q22.3,"The membrane protein encoded by this gene is a transporter of folate and is involved in the regulation of intracellular concentrations of folate. Three transcript variants encoding different isoforms have been found for this gene.[provided by RefSeq, Mar 2011]","reduced folate transporter|cyclic dinucleotide:anion antiporter SLC19A1|folate transporter 1|folate:anion antiporter SLC19A1|intestinal folate carrier 1|placental folate transporter|reduced folate carrier 1|reduced folate carrier protein|reduced folate transporter 1|solute carrier family 19 (folate transporter), member 1",NC_000021.9,45563024,45502516,112461
6692,SPINT1,"serine peptidase inhibitor, Kunitz type 1",Homo sapiens,15,15q15.1,"The protein encoded by this gene is a member of the Kunitz family of serine protease inhibitors. The protein is a potent inhibitor specific for HGF activator and is thought to be involved in the regulation of the proteolytic activation of HGF in injured tissues. Alternative splicing results in multiple variants encoding different isoforms. [provided by RefSeq, Jul 2008]","kunitz-type protease inhibitor 1|HAI-1|hepatocyte growth factor activator inhibitor type 1|serine protease inhibitor, Kunitz type 1",NC_000015.10,40844047,40858206,112570
6790,AURKA,aurora kinase A,Homo sapiens,20,20q13.2,"The protein encoded by this gene is a cell cycle-regulated kinase that appears to be involved in microtubule formation and/or stabilization at the spindle pole during chromosome segregation. The encoded protein is found at the centrosome in interphase cells and at the spindle poles in mitosis. This gene may play a role in tumor development and progression. A processed pseudogene of this gene has been found on chromosome 1, and an unprocessed pseudogene has been found on chromosome 10. Multiple transcript variants encoding the same protein have been found for this gene. [provided by RefSeq, Jul 2008]","aurora kinase A|aurora 2|aurora/IPL1-like kinase|aurora/IPL1-related kinase 1|breast tumor-amplified kinase|protein phosphatase 1, regulatory subunit 47|serine/threonine protein kinase 15|serine/threonine-protein kinase 6|serine/threonine-protein kinase aurora-A",NC_000020.11,56392214,56369389,112666
