#BioGRID Interaction ID	Entrez Gene Interactor A	Entrez Gene Interactor B	BioGRID ID Interactor A	BioGRID ID Interactor B	Systematic Name Interactor A	Systematic Name Interactor B	Official Symbol Interactor A	Official Symbol Interactor B	Synonyms Interactor A	Synonyms Interactor B	Experimental System	Experimental System Type	Author	Publication Source	Organism ID Interactor A	Organism ID Interactor B	Throughput	Score	Modification	Qualifications	Tags	Source Database	SWISS-PROT Accessions Interactor A	TREMBL Accessions Interactor A	REFSEQ Accessions Interactor A	SWISS-PROT Accessions Interactor B	TREMBL Accessions Interactor B	REFSEQ Accessions Interactor B	Ontology Term IDs	Ontology Term Names	Ontology Term Categories	Ontology Term Qualifier IDs	Ontology Term Qualifier Names	Ontology Term Types	Organism Name Interactor A	Organism Name Interactor B
2755376	1489668	1489668	4383915	4383915	SARS-CoV-2	SARS-CoV-2	S	S	ORF2|2|spike glycoprotein|E2|surface|S protein|SARS-CoV S|SARS-CoV Spike|peplomer|SPIKE_CVHSA|PRO_0000037208	ORF2|2|spike glycoprotein|E2|surface|S protein|SARS-CoV S|SARS-CoV Spike|peplomer|SPIKE_CVHSA|PRO_0000037208	Affinity Capture-MS	physical	Stukalov A (2021)	PUBMED:33845483	694009	694009	High Throughput	16.49295988	-	Affinity capture-MS was carried out using HA-tagged viral proteins as baits in human A549 lung carcinoma cells. Significant interactions were identified as those where the prey protein was at least 4 times enriched against the background (median log2 score > 2) with a p-value <= 1E-3.	-	BIOGRID	P59594	-	NP_828851	P59594	-	NP_828851	-	-	-	-	-	-	Severe acute respiratory syndrome-related coronavirus	Severe acute respiratory syndrome-related coronavirus
2789230	1489668	1489668	4383915	4383915	SARS-CoV-2	SARS-CoV-2	S	S	ORF2|2|spike glycoprotein|E2|surface|S protein|SARS-CoV S|SARS-CoV Spike|peplomer|SPIKE_CVHSA|PRO_0000037208	ORF2|2|spike glycoprotein|E2|surface|S protein|SARS-CoV S|SARS-CoV Spike|peplomer|SPIKE_CVHSA|PRO_0000037208	Reconstituted Complex	physical	Bouwman KM (2021)	PUBMED:33556147	694009	694009	Low Throughput	-	-	-	-	BIOGRID	P59594	-	NP_828851	P59594	-	NP_828851	-	-	-	-	-	-	Severe acute respiratory syndrome-related coronavirus	Severe acute respiratory syndrome-related coronavirus
2789233	1489668	59272	4383915	121864	SARS-CoV-2	UNQ868/PRO1885	S	ACE2	ORF2|2|spike glycoprotein|E2|surface|S protein|SARS-CoV S|SARS-CoV Spike|peplomer|SPIKE_CVHSA|PRO_0000037208	ACEH	Reconstituted Complex	physical	Anand SP (2020)	PUBMED:33003587	694009	9606	Low Throughput	-	-	-	-	BIOGRID	P59594	-	NP_828851	Q9BYF1	-	NP_068576	-	-	-	-	-	-	Severe acute respiratory syndrome-related coronavirus	Homo sapiens
2881677	1514	1489668	107894	4383915	RP11-65B23.1	SARS-CoV-2	CTSL	S	CATL|CTSL1|MEP	ORF2|2|spike glycoprotein|E2|surface|S protein|SARS-CoV S|SARS-CoV Spike|peplomer|SPIKE_CVHSA|PRO_0000037208	Biochemical Activity	physical	Mellott D (2020)	DOI:10.1101/2020.10.23.347534	9606	694009	Low Throughput	-	Proteolytic Processing	-	-	BIOGRID	P07711	A0A024R276|Q9HBQ7	NP_001244901|NP_001244900|NP_001244902|NP_001903|NP_001369686|NP_001369687|NP_666023	P59594	-	NP_828851	-	-	-	-	-	-	Homo sapiens	Severe acute respiratory syndrome-related coronavirus
2881699	59272	1489668	121864	4383915	UNQ868/PRO1885	SARS-CoV-2	ACE2	S	ACEH	ORF2|2|spike glycoprotein|E2|surface|S protein|SARS-CoV S|SARS-CoV Spike|peplomer|SPIKE_CVHSA|PRO_0000037208	Reconstituted Complex	physical	Bauer MS (2020)	DOI:10.1101/2020.09.27.315796	9606	694009	Low Throughput	-	-	Tethered ligand assay that includes the RBD and the ACE2 ectodomain joined by a flexible peptide linker.	-	BIOGRID	Q9BYF1	-	NP_068576	P59594	-	NP_828851	-	-	-	-	-	-	Homo sapiens	Severe acute respiratory syndrome-related coronavirus
2885396	59272	1489668	121864	4383915	UNQ868/PRO1885	SARS-CoV-2	ACE2	S	ACEH	ORF2|2|spike glycoprotein|E2|surface|S protein|SARS-CoV S|SARS-CoV Spike|peplomer|SPIKE_CVHSA|PRO_0000037208	Reconstituted Complex	physical	de Vries RD (2021)	PUBMED:33597220	9606	694009	Low Throughput	-	-	-	-	BIOGRID	Q9BYF1	-	NP_068576	P59594	-	NP_828851	-	-	-	-	-	-	Homo sapiens	Severe acute respiratory syndrome-related coronavirus
2907498	8665	1489668	114214	4383915	-	SARS-CoV-2	EIF3F	S	EIF3S5|eIF3-p47	ORF2|2|spike glycoprotein|E2|surface|S protein|SARS-CoV S|SARS-CoV Spike|peplomer|SPIKE_CVHSA|PRO_0000037208	Affinity Capture-Western	physical	Xiao H (2008)	PUBMED:18231581	9606	694009	Low Throughput	-	-	-	-	BIOGRID	O00303	-	NP_003745	P59594	-	NP_828851	-	-	-	-	-	-	Homo sapiens	Severe acute respiratory syndrome-related coronavirus
2907499	1489668	8665	4383915	114214	SARS-CoV-2	-	S	EIF3F	ORF2|2|spike glycoprotein|E2|surface|S protein|SARS-CoV S|SARS-CoV Spike|peplomer|SPIKE_CVHSA|PRO_0000037208	EIF3S5|eIF3-p47	Affinity Capture-Western	physical	Xiao H (2008)	PUBMED:18231581	694009	9606	Low Throughput	-	-	-	-	BIOGRID	P59594	-	NP_828851	O00303	-	NP_003745	-	-	-	-	-	-	Severe acute respiratory syndrome-related coronavirus	Homo sapiens
2907500	1489668	8665	4383915	114214	SARS-CoV-2	-	S	EIF3F	ORF2|2|spike glycoprotein|E2|surface|S protein|SARS-CoV S|SARS-CoV Spike|peplomer|SPIKE_CVHSA|PRO_0000037208	EIF3S5|eIF3-p47	Reconstituted Complex	physical	Xiao H (2008)	PUBMED:18231581	694009	9606	Low Throughput	-	-	-	-	BIOGRID	P59594	-	NP_828851	O00303	-	NP_003745	-	-	-	-	-	-	Severe acute respiratory syndrome-related coronavirus	Homo sapiens
2908112	59272	1489668	121864	4383915	UNQ868/PRO1885	SARS-CoV-2	ACE2	S	ACEH	ORF2|2|spike glycoprotein|E2|surface|S protein|SARS-CoV S|SARS-CoV Spike|peplomer|SPIKE_CVHSA|PRO_0000037208	Reconstituted Complex	physical	Brockbank SM (2021)	DOI:10.1101/2021.03.11.434937	9606	694009	High Throughput|Low Throughput	-	-	Cell microarray-based expression library used to screen for interactions of coronavirus spike proteins with human cell surface receptors.	-	BIOGRID	Q9BYF1	-	NP_068576	P59594	-	NP_828851	-	-	-	-	-	-	Homo sapiens	Severe acute respiratory syndrome-related coronavirus
2908113	432	1489668	106924	4383915	-	SARS-CoV-2	ASGR1	S	ASGPR|ASGPR1|CLEC4H1|HL-1	ORF2|2|spike glycoprotein|E2|surface|S protein|SARS-CoV S|SARS-CoV Spike|peplomer|SPIKE_CVHSA|PRO_0000037208	Reconstituted Complex	physical	Brockbank SM (2021)	DOI:10.1101/2021.03.11.434937	9606	694009	High Throughput|Low Throughput	-	-	Cell microarray-based expression library used to screen for interactions of coronavirus spike proteins with human cell surface receptors.	-	BIOGRID	P07306	Q6FGQ5	NP_001662|NP_001184145	P59594	-	NP_828851	-	-	-	-	-	-	Homo sapiens	Severe acute respiratory syndrome-related coronavirus
2908114	10332	1489668	115615	4383915	-	SARS-CoV-2	CLEC4M	S	CD209L|CD299|DC-SIGN2|DC-SIGNR|DCSIGNR|HP10347|L-SIGN|LSIGN	ORF2|2|spike glycoprotein|E2|surface|S protein|SARS-CoV S|SARS-CoV Spike|peplomer|SPIKE_CVHSA|PRO_0000037208	Reconstituted Complex	physical	Brockbank SM (2021)	DOI:10.1101/2021.03.11.434937	9606	694009	High Throughput|Low Throughput	-	-	Cell microarray-based expression library used to screen for interactions of coronavirus spike proteins with human cell surface receptors.	-	BIOGRID	Q9H2X3	B4E2Z5|H7BXU4	NP_055072|NP_001138376|NP_001138377|NP_001138381|NP_001138380|NP_001138383|NP_001138382|NP_001138378|NP_001138379	P59594	-	NP_828851	-	-	-	-	-	-	Homo sapiens	Severe acute respiratory syndrome-related coronavirus
2908115	30835	1489668	119051	4383915	-	SARS-CoV-2	CD209	S	CDSIGN|CLEC4L|DC-SIGN|DC-SIGN1	ORF2|2|spike glycoprotein|E2|surface|S protein|SARS-CoV S|SARS-CoV Spike|peplomer|SPIKE_CVHSA|PRO_0000037208	Reconstituted Complex	physical	Brockbank SM (2021)	DOI:10.1101/2021.03.11.434937	9606	694009	High Throughput|Low Throughput	-	-	Cell microarray-based expression library used to screen for interactions of coronavirus spike proteins with human cell surface receptors.	-	BIOGRID	Q9NNX6	B4E2A8|X6RB12|B2R907|M0R0P0	NP_066978|NP_001138367|NP_001138366|NP_001138365|NP_001138371|NP_001138369|NP_001138368	P59594	-	NP_828851	-	-	-	-	-	-	Homo sapiens	Severe acute respiratory syndrome-related coronavirus
2908116	692094	1489668	593041	4383915	-	SARS-CoV-2	MSMP	S	PSMP	ORF2|2|spike glycoprotein|E2|surface|S protein|SARS-CoV S|SARS-CoV Spike|peplomer|SPIKE_CVHSA|PRO_0000037208	Reconstituted Complex	physical	Brockbank SM (2021)	DOI:10.1101/2021.03.11.434937	9606	694009	High Throughput|Low Throughput	-	-	Cell microarray-based expression library used to screen for interactions of coronavirus spike proteins with human cell surface receptors.	-	BIOGRID	Q1L6U9	-	NP_001037729	P59594	-	NP_828851	-	-	-	-	-	-	Homo sapiens	Severe acute respiratory syndrome-related coronavirus
2908118	1489668	1489668	4383915	4383915	SARS-CoV-2	SARS-CoV-2	S	S	ORF2|2|spike glycoprotein|E2|surface|S protein|SARS-CoV S|SARS-CoV Spike|peplomer|SPIKE_CVHSA|PRO_0000037208	ORF2|2|spike glycoprotein|E2|surface|S protein|SARS-CoV S|SARS-CoV Spike|peplomer|SPIKE_CVHSA|PRO_0000037208	Reconstituted Complex	physical	Brockbank SM (2021)	DOI:10.1101/2021.03.11.434937	694009	694009	Low Throughput	-	-	-	-	BIOGRID	P59594	-	NP_828851	P59594	-	NP_828851	-	-	-	-	-	-	Severe acute respiratory syndrome-related coronavirus	Severe acute respiratory syndrome-related coronavirus
3196940	59272	1489668	121864	4383915	UNQ868/PRO1885	SARS-CoV-2	ACE2	S	ACEH	ORF2|2|spike glycoprotein|E2|surface|S protein|SARS-CoV S|SARS-CoV Spike|peplomer|SPIKE_CVHSA|PRO_0000037208	Protein-peptide	physical	Lin W (2021)	DOI:10.1101/2021.08.16.456470	9606	694009	Low Throughput	-	-	-	-	BIOGRID	Q9BYF1	-	NP_068576	P59594	-	NP_828851	-	-	-	-	-	-	Homo sapiens	Severe acute respiratory syndrome-related coronavirus
3325167	1489668	59272	4383915	121864	SARS-CoV-2	UNQ868/PRO1885	S	ACE2	ORF2|2|spike glycoprotein|E2|surface|S protein|SARS-CoV S|SARS-CoV Spike|peplomer|SPIKE_CVHSA|PRO_0000037208	ACEH	Reconstituted Complex	physical	Song J (2021)	DOI:10.1101/2021.11.23.469714	694009	9606	Low Throughput	-	-	Supplementary figure S2	-	BIOGRID	P59594	-	NP_828851	Q9BYF1	-	NP_068576	-	-	-	-	-	-	Severe acute respiratory syndrome-related coronavirus	Homo sapiens
3407561	1489668	1314	4383915	107709	SARS-CoV-2	-	S	COPA	ORF2|2|spike glycoprotein|E2|surface|S protein|SARS-CoV S|SARS-CoV Spike|peplomer|SPIKE_CVHSA|PRO_0000037208	HEP-COP	Reconstituted Complex	physical	McBride CE (2007)	PUBMED:17166901	694009	9606	Low Throughput	-	-	-	-	BIOGRID	P59594	-	NP_828851	P53621	-	NP_001091868|NP_004362	-	-	-	-	-	-	Severe acute respiratory syndrome-related coronavirus	Homo sapiens
3461047	1489672	1489668	4383913	4383915	SARS-CoV-5	SARS-CoV-2	M	S	ORF5|5|matrix protein|mem|M protein|SARS-CoV M|SARS-CoV Mem|matrix|membrane|VME1_CVHSA|PRO_0000106035	ORF2|2|spike glycoprotein|E2|surface|S protein|SARS-CoV S|SARS-CoV Spike|peplomer|SPIKE_CVHSA|PRO_0000037208	Affinity Capture-Western	physical	Hsieh YC (2008)	PUBMED:18792806	694009	694009	Low Throughput	-	-	-	-	BIOGRID	P59596	-	NP_828855	P59594	-	NP_828851	-	-	-	-	-	-	Severe acute respiratory syndrome-related coronavirus	Severe acute respiratory syndrome-related coronavirus
3461050	1489672	1489668	4383913	4383915	SARS-CoV-5	SARS-CoV-2	M	S	ORF5|5|matrix protein|mem|M protein|SARS-CoV M|SARS-CoV Mem|matrix|membrane|VME1_CVHSA|PRO_0000106035	ORF2|2|spike glycoprotein|E2|surface|S protein|SARS-CoV S|SARS-CoV Spike|peplomer|SPIKE_CVHSA|PRO_0000037208	Co-localization	physical	Hsieh YC (2008)	PUBMED:18792806	694009	694009	Low Throughput	-	-	-	-	BIOGRID	P59596	-	NP_828855	P59594	-	NP_828851	-	-	-	-	-	-	Severe acute respiratory syndrome-related coronavirus	Severe acute respiratory syndrome-related coronavirus
3462749	1489668	59272	4383915	121864	SARS-CoV-2	UNQ868/PRO1885	S	ACE2	ORF2|2|spike glycoprotein|E2|surface|S protein|SARS-CoV S|SARS-CoV Spike|peplomer|SPIKE_CVHSA|PRO_0000037208	ACEH	Reconstituted Complex	physical	Husain B (2022)	PUBMED:35931765	694009	9606	High Throughput|Low Throughput	-	-	High throughput single transmembrane protein interactome screening identified host cell surface factors targeted by the RBD of the coronavirus spike protein.|Low throughput confirmation of interaction using surface plasmon resonance.	-	BIOGRID	P59594	-	NP_828851	Q9BYF1	-	NP_068576	-	-	-	-	-	-	Severe acute respiratory syndrome-related coronavirus	Homo sapiens
3471172	1489668	59272	4383915	121864	SARS-CoV-2	UNQ868/PRO1885	S	ACE2	ORF2|2|spike glycoprotein|E2|surface|S protein|SARS-CoV S|SARS-CoV Spike|peplomer|SPIKE_CVHSA|PRO_0000037208	ACEH	Affinity Capture-Western	physical	Raj VS (2013)	PUBMED:23486063	694009	9606	Low Throughput	-	-	-	-	BIOGRID	P59594	-	NP_828851	Q9BYF1	-	NP_068576	-	-	-	-	-	-	Severe acute respiratory syndrome-related coronavirus	Homo sapiens
3525554	59272	1489668	121864	4383915	UNQ868/PRO1885	SARS-CoV-2	ACE2	S	ACEH	ORF2|2|spike glycoprotein|E2|surface|S protein|SARS-CoV S|SARS-CoV Spike|peplomer|SPIKE_CVHSA|PRO_0000037208	Reconstituted Complex	physical	Jiang W (2021)	PUBMED:34313527	9606	694009	Low Throughput	-	-	SARS-CoV-2 Wuhan-Hu-1 Spike protein	-	BIOGRID	Q9BYF1	-	NP_068576	P59594	-	NP_828851	-	-	-	-	-	-	Homo sapiens	Severe acute respiratory syndrome-related coronavirus
3526345	59272	1489668	121864	4383915	UNQ868/PRO1885	SARS-CoV-2	ACE2	S	ACEH	ORF2|2|spike glycoprotein|E2|surface|S protein|SARS-CoV S|SARS-CoV Spike|peplomer|SPIKE_CVHSA|PRO_0000037208	Reconstituted Complex	physical	Tan CW (2020)	PUBMED:32704169	9606	694009	Low Throughput	-	-	-	-	BIOGRID	Q9BYF1	-	NP_068576	P59594	-	NP_828851	-	-	-	-	-	-	Homo sapiens	Severe acute respiratory syndrome-related coronavirus
3531528	1489668	43740568	4383915	4383848	SARS-CoV-2	GU280_gp02	S	S	ORF2|2|spike glycoprotein|E2|surface|S protein|SARS-CoV S|SARS-CoV Spike|peplomer|SPIKE_CVHSA|PRO_0000037208	spike|SARS-CoV2 S|SARS-CoV2 spike|S protein|surface|SARS-CoV-2 spike|SARS-CoV-2 S|SPIKE_SARS2|PRO_0000449646	Reconstituted Complex	physical	Guseman AJ (2022)	DOI:10.1101/2022.12.22.521642	694009	2697049	Low Throughput	-	-	-	-	BIOGRID	P59594	-	NP_828851	P0DTC2	-	YP_009724390	-	-	-	-	-	-	Severe acute respiratory syndrome-related coronavirus	Severe acute respiratory syndrome coronavirus 2
3537156	1489668	1489672	4383915	4383913	SARS-CoV-2	SARS-CoV-5	S	M	ORF2|2|spike glycoprotein|E2|surface|S protein|SARS-CoV S|SARS-CoV Spike|peplomer|SPIKE_CVHSA|PRO_0000037208	ORF5|5|matrix protein|mem|M protein|SARS-CoV M|SARS-CoV Mem|matrix|membrane|VME1_CVHSA|PRO_0000106035	Co-localization	physical	McBride CE (2010)	PUBMED:20007283	694009	694009	Low Throughput	-	-	-	-	BIOGRID	P59594	-	NP_828851	P59596	-	NP_828855	-	-	-	-	-	-	Severe acute respiratory syndrome-related coronavirus	Severe acute respiratory syndrome-related coronavirus
3537157	1489668	1489672	4383915	4383913	SARS-CoV-2	SARS-CoV-5	S	M	ORF2|2|spike glycoprotein|E2|surface|S protein|SARS-CoV S|SARS-CoV Spike|peplomer|SPIKE_CVHSA|PRO_0000037208	ORF5|5|matrix protein|mem|M protein|SARS-CoV M|SARS-CoV Mem|matrix|membrane|VME1_CVHSA|PRO_0000106035	Reconstituted Complex	physical	McBride CE (2010)	PUBMED:20007283	694009	694009	Low Throughput	-	-	-	-	BIOGRID	P59594	-	NP_828851	P59596	-	NP_828855	-	-	-	-	-	-	Severe acute respiratory syndrome-related coronavirus	Severe acute respiratory syndrome-related coronavirus
3537912	59272	1489668	121864	4383915	UNQ868/PRO1885	SARS-CoV-2	ACE2	S	ACEH	ORF2|2|spike glycoprotein|E2|surface|S protein|SARS-CoV S|SARS-CoV Spike|peplomer|SPIKE_CVHSA|PRO_0000037208	Reconstituted Complex	physical	Yi C (2020)	PUBMED:32415260	9606	694009	Low Throughput	-	-	-	-	BIOGRID	Q9BYF1	-	NP_068576	P59594	-	NP_828851	-	-	-	-	-	-	Homo sapiens	Severe acute respiratory syndrome-related coronavirus
3540003	59272	1489668	121864	4383915	UNQ868/PRO1885	SARS-CoV-2	ACE2	S	ACEH	ORF2|2|spike glycoprotein|E2|surface|S protein|SARS-CoV S|SARS-CoV Spike|peplomer|SPIKE_CVHSA|PRO_0000037208	Reconstituted Complex	physical	Sevenich M (2022)	PUBMED:35674432	9606	694009	Low Throughput	-	-	-	-	BIOGRID	Q9BYF1	-	NP_068576	P59594	-	NP_828851	-	-	-	-	-	-	Homo sapiens	Severe acute respiratory syndrome-related coronavirus
3541397	1489668	1489668	4383915	4383915	SARS-CoV-2	SARS-CoV-2	S	S	ORF2|2|spike glycoprotein|E2|surface|S protein|SARS-CoV S|SARS-CoV Spike|peplomer|SPIKE_CVHSA|PRO_0000037208	ORF2|2|spike glycoprotein|E2|surface|S protein|SARS-CoV S|SARS-CoV Spike|peplomer|SPIKE_CVHSA|PRO_0000037208	Reconstituted Complex	physical	Tripet B (2004)	PUBMED:14996844	694009	694009	Low Throughput	-	-	-	-	BIOGRID	P59594	-	NP_828851	P59594	-	NP_828851	-	-	-	-	-	-	Severe acute respiratory syndrome-related coronavirus	Severe acute respiratory syndrome-related coronavirus
3541398	1489668	1489668	4383915	4383915	SARS-CoV-2	SARS-CoV-2	S	S	ORF2|2|spike glycoprotein|E2|surface|S protein|SARS-CoV S|SARS-CoV Spike|peplomer|SPIKE_CVHSA|PRO_0000037208	ORF2|2|spike glycoprotein|E2|surface|S protein|SARS-CoV S|SARS-CoV Spike|peplomer|SPIKE_CVHSA|PRO_0000037208	Affinity Capture-Western	physical	Xiao X (2004)	PUBMED:15313178	694009	694009	Low Throughput	-	-	-	-	BIOGRID	P59594	-	NP_828851	P59594	-	NP_828851	-	-	-	-	-	-	Severe acute respiratory syndrome-related coronavirus	Severe acute respiratory syndrome-related coronavirus
3541399	59272	1489668	121864	4383915	UNQ868/PRO1885	SARS-CoV-2	ACE2	S	ACEH	ORF2|2|spike glycoprotein|E2|surface|S protein|SARS-CoV S|SARS-CoV Spike|peplomer|SPIKE_CVHSA|PRO_0000037208	Reconstituted Complex	physical	Xiao X (2004)	PUBMED:15313178	9606	694009	Low Throughput	-	-	-	-	BIOGRID	Q9BYF1	-	NP_068576	P59594	-	NP_828851	-	-	-	-	-	-	Homo sapiens	Severe acute respiratory syndrome-related coronavirus
3541400	1489678	1489668	4383916	4383915	SARS-CoV-9a	SARS-CoV-2	N	S	ORF9a|9a|nuc|nucleocapsid|ncap|SARS-CoV N|N protein|SARS-CoV Nuc|Nucleoprotein|NC|NCAP_CVHSA|PRO_0000106003	ORF2|2|spike glycoprotein|E2|surface|S protein|SARS-CoV S|SARS-CoV Spike|peplomer|SPIKE_CVHSA|PRO_0000037208	Co-fractionation	physical	Huang Y (2004)	PUBMED:15507643	694009	694009	Low Throughput	-	-	-	-	BIOGRID	P59595	-	NP_828858	P59594	-	NP_828851	-	-	-	-	-	-	Severe acute respiratory syndrome-related coronavirus	Severe acute respiratory syndrome-related coronavirus
3541402	1489668	1489672	4383915	4383913	SARS-CoV-2	SARS-CoV-5	S	M	ORF2|2|spike glycoprotein|E2|surface|S protein|SARS-CoV S|SARS-CoV Spike|peplomer|SPIKE_CVHSA|PRO_0000037208	ORF5|5|matrix protein|mem|M protein|SARS-CoV M|SARS-CoV Mem|matrix|membrane|VME1_CVHSA|PRO_0000106035	Reconstituted Complex	physical	Huang Y (2004)	PUBMED:15507643	694009	694009	Low Throughput	-	-	-	-	BIOGRID	P59594	-	NP_828851	P59596	-	NP_828855	-	-	-	-	-	-	Severe acute respiratory syndrome-related coronavirus	Severe acute respiratory syndrome-related coronavirus
3541403	1489668	1489671	4383915	4383914	SARS-CoV-2	SARS-CoV-4	S	E	ORF2|2|spike glycoprotein|E2|surface|S protein|SARS-CoV S|SARS-CoV Spike|peplomer|SPIKE_CVHSA|PRO_0000037208	ORF4|sM|4|protein E|protein sM|small envelope protein|env|envelope|SARS-CoV E|SARS-CoV Env|VEMP_CVHSA|PRO_0000106074	Reconstituted Complex	physical	Huang Y (2004)	PUBMED:15507643	694009	694009	Low Throughput	-	-	-	-	BIOGRID	P59594	-	NP_828851	P59637	-	NP_828854	-	-	-	-	-	-	Severe acute respiratory syndrome-related coronavirus	Severe acute respiratory syndrome-related coronavirus
3541996	59272	1489668	121864	4383915	UNQ868/PRO1885	SARS-CoV-2	ACE2	S	ACEH	ORF2|2|spike glycoprotein|E2|surface|S protein|SARS-CoV S|SARS-CoV Spike|peplomer|SPIKE_CVHSA|PRO_0000037208	Affinity Capture-Western	physical	Chan WE (2006)	PUBMED:16537590	9606	694009	Low Throughput	-	-	-	-	BIOGRID	Q9BYF1	-	NP_068576	P59594	-	NP_828851	-	-	-	-	-	-	Homo sapiens	Severe acute respiratory syndrome-related coronavirus
3541997	1489668	59272	4383915	121864	SARS-CoV-2	UNQ868/PRO1885	S	ACE2	ORF2|2|spike glycoprotein|E2|surface|S protein|SARS-CoV S|SARS-CoV Spike|peplomer|SPIKE_CVHSA|PRO_0000037208	ACEH	Reconstituted Complex	physical	Chan WE (2006)	PUBMED:16537590	694009	9606	Low Throughput	-	-	-	-	BIOGRID	P59594	-	NP_828851	Q9BYF1	-	NP_068576	-	-	-	-	-	-	Severe acute respiratory syndrome-related coronavirus	Homo sapiens
3541998	59272	1489668	121864	4383915	UNQ868/PRO1885	SARS-CoV-2	ACE2	S	ACEH	ORF2|2|spike glycoprotein|E2|surface|S protein|SARS-CoV S|SARS-CoV Spike|peplomer|SPIKE_CVHSA|PRO_0000037208	Reconstituted Complex	physical	Ho TY (2007)	PUBMED:16730806	9606	694009	Low Throughput	-	-	-	-	BIOGRID	Q9BYF1	-	NP_068576	P59594	-	NP_828851	-	-	-	-	-	-	Homo sapiens	Severe acute respiratory syndrome-related coronavirus
3542001	1489668	1489668	4383915	4383915	SARS-CoV-2	SARS-CoV-2	S	S	ORF2|2|spike glycoprotein|E2|surface|S protein|SARS-CoV S|SARS-CoV Spike|peplomer|SPIKE_CVHSA|PRO_0000037208	ORF2|2|spike glycoprotein|E2|surface|S protein|SARS-CoV S|SARS-CoV Spike|peplomer|SPIKE_CVHSA|PRO_0000037208	Co-crystal Structure	physical	Xu Y (2004)	PUBMED:15345712	694009	694009	Low Throughput	-	-	SARS-CoV GZ02 S protein	-	BIOGRID	P59594	-	NP_828851	P59594	-	NP_828851	-	-	-	-	-	-	Severe acute respiratory syndrome-related coronavirus	Severe acute respiratory syndrome-related coronavirus
3542002	59272	1489668	121864	4383915	UNQ868/PRO1885	SARS-CoV-2	ACE2	S	ACEH	ORF2|2|spike glycoprotein|E2|surface|S protein|SARS-CoV S|SARS-CoV Spike|peplomer|SPIKE_CVHSA|PRO_0000037208	Reconstituted Complex	physical	Lavillette D (2006)	PUBMED:16418166	9606	694009	Low Throughput	-	-	-	-	BIOGRID	Q9BYF1	-	NP_068576	P59594	-	NP_828851	-	-	-	-	-	-	Homo sapiens	Severe acute respiratory syndrome-related coronavirus
3542836	1489676	1489668	4383922	4383915	SARS-CoV-8a	SARS-CoV-2	ORF8a	S	8a|ns8a|SARS-CoV sars8a|ORF8a|SARS-CoV ORF8a|NS8A_CVHSA|PRO_0000283858	ORF2|2|spike glycoprotein|E2|surface|S protein|SARS-CoV S|SARS-CoV Spike|peplomer|SPIKE_CVHSA|PRO_0000037208	Affinity Capture-Western	physical	Keng CT (2006)	PUBMED:16876844	694009	694009	Low Throughput	-	-	SARS-CoV SIN2774 strain proteins were tested	-	BIOGRID	Q7TFA0	-	NP_849176	P59594	-	NP_828851	-	-	-	-	-	-	Severe acute respiratory syndrome-related coronavirus	Severe acute respiratory syndrome-related coronavirus
3542845	1489668	1489668	4383915	4383915	SARS-CoV-2	SARS-CoV-2	S	S	ORF2|2|spike glycoprotein|E2|surface|S protein|SARS-CoV S|SARS-CoV Spike|peplomer|SPIKE_CVHSA|PRO_0000037208	ORF2|2|spike glycoprotein|E2|surface|S protein|SARS-CoV S|SARS-CoV Spike|peplomer|SPIKE_CVHSA|PRO_0000037208	Co-crystal Structure	physical	Hakansson-McReynolds S (2006)	PUBMED:16507566	694009	694009	Low Throughput	-	-	NMR structure of trimeric S2-HR2 protein	-	BIOGRID	P59594	-	NP_828851	P59594	-	NP_828851	-	-	-	-	-	-	Severe acute respiratory syndrome-related coronavirus	Severe acute respiratory syndrome-related coronavirus
3542846	1489668	1489668	4383915	4383915	SARS-CoV-2	SARS-CoV-2	S	S	ORF2|2|spike glycoprotein|E2|surface|S protein|SARS-CoV S|SARS-CoV Spike|peplomer|SPIKE_CVHSA|PRO_0000037208	ORF2|2|spike glycoprotein|E2|surface|S protein|SARS-CoV S|SARS-CoV Spike|peplomer|SPIKE_CVHSA|PRO_0000037208	Co-crystal Structure	physical	Neuman BW (2006)	PUBMED:16873249	694009	694009	Low Throughput	-	-	CryoEM structure of SARS-CoV Tor2 strain trimeric S protein	-	BIOGRID	P59594	-	NP_828851	P59594	-	NP_828851	-	-	-	-	-	-	Severe acute respiratory syndrome-related coronavirus	Severe acute respiratory syndrome-related coronavirus
3542847	1489668	1489668	4383915	4383915	SARS-CoV-2	SARS-CoV-2	S	S	ORF2|2|spike glycoprotein|E2|surface|S protein|SARS-CoV S|SARS-CoV Spike|peplomer|SPIKE_CVHSA|PRO_0000037208	ORF2|2|spike glycoprotein|E2|surface|S protein|SARS-CoV S|SARS-CoV Spike|peplomer|SPIKE_CVHSA|PRO_0000037208	PCA	physical	Arbely E (2006)	PUBMED:16981695	694009	694009	Low Throughput	-	-	TOXCAT assay	-	BIOGRID	P59594	-	NP_828851	P59594	-	NP_828851	-	-	-	-	-	-	Severe acute respiratory syndrome-related coronavirus	Severe acute respiratory syndrome-related coronavirus
